Cote;CB;Type;Titre;SousTitre;AuteurNom;AuteurPrénom;AuteurAutre;Date;Langue;600;600;600;600;;601$a;;606$a;606$a;;607$a;;300$a;330$a
MEM BER;23057472;16;Ricochet incarné en un amour ailé;Etude des œuvres, du monde et du message d'Aloïse;Bertron;Chloé;Tuteurs de mémoire : Guillaume Chauchat;2017;fre;Corbaz , Aloïse (1886-1964);;;;;Haute école des arts du Rhin;;Art brut;;;;;Mémoire de DNSEP option Communication, atelier d'illustration;Aloïse Corbaz (1886-1964), diagnostiquée schizophrène à vingt-deux ans, a œuvré toute sa vie dans différentes institutions psychiatriques aux environs de Lausanne. Figure emblématique de l'Art Brut, une des favorites de Dubuffet lui-même, elle a réalisé des milliers de dessins aux compositions très maîtrisées qui révèlent un monde très cohérent et très riche. De dessin en dessin, on assiste à une exploration en avant d'un monde qu'elle crée pour remplacer sa vie et le monde d'avant la maladie, qui ont brûlé pour elle. Ce qui lui reste du monde ancien naturel d'autrefois, c'est une réaction face à ce qui l'a rendue folle – la guerre, probablement, une déception amoureuse, peut-être. C'est son message : un message de paix et d'amour. Je postule tout au long de ce mémoire qu'un équilibre précieux et savant entre une intériorité cultivée et révélée et le monde extérieur s'est mis en place, et qu'il a permis à Aloïse de délivrer son message avec une remarquable efficacité.
MEM THI;23057484;16;"Tu vois ce que je veux dire?""""";;Thibon;Claire;Tuteur de mémoire : Olivier Deloignon;2017;fre;;;;;;Haute école des arts du Rhin;;Sourds;;;;;Mémoire de DNSEP option Communication, atelier de didactique visuelle. Mémoire imprimé en 2016 pour le diplôme 2017.;«Tu vois ce que je veux dire?» La déficience auditive induit-elle une spécificité dans la relation au visuel, donc à l’image? C’est cette problématique qui a guidé mes recherches et ma découverte de la surdité. La parole étant essentiellement une succession de sons, elle n’est perceptible par les enfants sourds qu’à travers la vue. L’observation des mouvements labiaux ne leur permet cependant pas nécessairement d’en comprendre la signification. En France, encore trop peu de structures proposent un apprentissage précoce de la langue des signes française (LSF). Les enfants sourds grandissent alors sans langage ce qui influe sur leurs processus d’apprentissage et leurs manières de communiquer. Dans ce mémoire j’ai donc étudié en quoi la sensibilité particulière aux informations visuelles que développent les déficients auditifs peut amorcer et motiver un travail sur l’image susceptible d’aider les enfants sourds en intégration oraliste à comprendre les notions conceptuelles à l’origine du langage
MEM VOE;23057496;16;Mon corps m'appartient!;Photographie et représentation des femmes;Voegel;Solène;Tuteur de mémoire : Sandra Chamaret;2017;fre;;;;;;Haute école des arts du Rhin;;Beauté féminine (esthétique);Photographie de femmes;;;;Mémoire de DNSEP option Communication, atelier de didactique visuelle. Mémoire imprimé en 2016 pour le diplôme 2017.;Mémoire de didactique visuelle qui s’intéresse à la représentation des femmes dans la photographie et à la prise en main de ce médium par ces dernières, dans le but de contester leur position – arbitrairement imposée par la culture dominante et le regard masculin.Pour cela, je m’intéresse dans un premier temps aux femmes photographes ainsi qu’à l’histoire parallèle des luttes féministes et féminines et de l’utilisation du médium photographique par les femmes. J’explore ensuite la notion de femmes photographiées, pour cela, je m’intéresse exclusivement à la photographie de mode qui est créatrice de normes visuelles, ce que je tends à montrer. Enfin, je fini par un tour d’horizon des femmes aux deux rôles, qui reprennent leur image en main par l’autoportrait et qui critiquent leur position dans la société par ce médium.
MEM LAU;23057501;16;Lieux de vie et de transmission de l'oeuvre;Parcours sensible: de la création à la diffusion;Laudet;Pauline;Tuteur de mémoire : Charlet Denner;2017;fre;;;;;;Haute école des arts du Rhin;;Ateliers d'artistes;Expositions;Catalogues d'exposition;;;Mémoire de DNSEP option Communication, atelier de didactique visuelle. Mémoire imprimé en 2016 pour le diplôme 2017.;C’est dans l’atelier de l’artiste, lieu de travail et de vie que j’ai été invitée à contribuer au développement du projet de Marie-Ange Guilleminot. C’est là que j’ai pu observer l’évolution  de  ses  créations,  discuter  et  comprendre  le  cheminement  de  sa  pensée, toucher et manipuler les outils qu’elle utilise pour imaginer et concevoir un projet. Si l’atelier peut-être un des lieux révélateurs de l’artiste et de sa création, peut-il être un lieu d’exposition ?Car si le musée, comme autre lieu révélateur, expose les œuvres terminées,  c’est-à-dire  qui  ne  doivent  plus  être  retouchées  par  l’artiste,  est-il  donc impensable que l’espace privé s’ouvre au public ?Et si l’atelier peut alors devenir un lieu dédié à la mémoire et à la mythification d’un artiste, peut-il s’ouvrir à de nouvelles expérimentations et à de nouvelles fictions ?Ce  mémoire  est  donc  une  réflexion  sensible  en  trois  temps  sur  les  pratiques documentaires  et  analytiques  des  acteurs  de  l’art  pour  présenter  leurs  outils,  leur production, leurs espaces de mise en scène et de médiation.
MEM ARN;23057537;16;Déambulations;immersions narratives dans les jeux vidéo;Arnoul;Thibault;Tuteur de mémoire : Guillaume Chauchat;2017;fre;;;;;;Haute école des arts du Rhin;;Jeux vidéo;Narration;;;;Mémoire de DNSEP option Communication, atelier d'illustration;
MEM LEC;23057550;16;Le graffiti et son image;Du vandale au vendable;Leclainche;Victor;Tuteur de mémoire : Olivier Deloignon;2017;fre;;;;;;Haute école des arts du Rhin;;Graffiti;;;;;Mémoire de DNSEP option Communication, atelier d'illustration;Il faut distinguer le graffiti de son image.
MEM DEB;23057562;16;La divagation;;Debaye;Manon;Tuteur de mémoire : Guillaume Chauchat;2017;fre;;;;;;Haute école des arts du Rhin;;Bandes dessinées;Intrigues (narration);;;;Mémoire de DNSEP option Communication, atelier d'illustration;La divagation est un procédé couramment utilisé dans la bande dessinée. Pourtant, sa définition et ses contours restent flous. Pour Jacques Dürrenmatt, la divagation est une microséquence dans le récit, une parenthèse dans laquelle les pensées du personnage opèrent un glissement vers l’extérieur et où le réel se voit peu à peu englouti par l’imaginaire, l’inconscient, les fantasmes du protagoniste principal. Le réel continue d’entourer le héros et crée ainsi un conflit narratif entre ses deux unités distinctes. En s’appuyant sur cette définition, ce mémoire s’intéresse à la manière dont la divagation s’insère dans un récit et les conséquences qu’elle a sur celui ainsi qu’a la façon dont son utilisation permet la création de personnages à la psychologie complexe.
MEM THE;23057652;16;Le crabe en cases;La communication au service de la compréhension d'une pathologie, Le cas du cancer dans la bande dessinée;Therville;Coline;Tuteur de mémoire : Olivier Deloignon;2017;fre;;;;;;Haute école des arts du Rhin;;Cancer;;;;;Mémoire de DNSEP option Communication, atelier de didactique visuelle. Mémoire imprimé en 2016 pour le diplôme 2017.;« Le Crabe en cases » est un mémoire qui interroge les liens entre la maladie du cancer et le médium de la bande dessinée. Il inventorie les nombreux ouvrages de bd publiés dans les dix dernières années racontant le cancer d’un personnage fictif, biographique ou autobiographique. Il a aussi pour objectif de montrer quels sont les atouts de la bande dessinée pour ce type sujet. La première partie du mémoire se focalise sur ces différents types d’ouvrages (fictif, biographique autobiographique) afin de montrer leurs différences et leur ressemblances qui peuvent alors être définies comme les premières caractéristiques emblématiques des bandes dessinées sur le cancer. La seconde partie dresse un inventaire des moyens plastiques et graphiques qui sont mis en œuvre par les auteurs pour représenter des choses irreprésentables telles que la douleur, les émotions ou la maladie. Cette partie permet de montrer les premiers atouts spécifiques de la bande dessinée et qui justifient son utilisation pour aborder des thèmes complexes. Enfin la dernière partie se concentre plus précisément sur l’univers médical, ses représentations, les rapports entre soignant et soigné et le besoin pour l’auteur d’être vecteur d’enseignement à travers son ouvrage. L’ensemble du mémoire s’achève sur la définition du concept d’autopathographie et sur les futures possibilités de ce médium dans l’avenir.
MEM BEZ;23057664;16;Géo-descriptions/ Géo-mémoires/ Géo-fictions;;Bézenac;Elisabeth de;Tuteur de mémoire : Charlet Denner;2017;fre;;;;;;Haute école des arts du Rhin;;Architecture;;;;;Mémoire de DNSEP option Communication, atelier de didactique visuelle. Mémoire imprimé en 2016 pour le diplôme 2017.;"Cette étude retrace un parcours à la fois physique et virtuel à travers les territoires habités et leurs représentations. Elle questionne les liens particuliers qu’entretiennent les images d’un lieu (en tant que fiction) et la transformation de celui-ci. Le point de vue depuis lequel nous observons la réalité détermine l’histoire que nous en racontons et ce que nous en faisons. La première partie (Vues : géo-descriptions), s’attache à analyser et à comparer différents regards portés sur le territoire?; ceux d’architectes/urbanistes, d’artistes, d’individus chargés de leur propre vécu, etc. La seconde partie (Terrains : géo-mémoires) fait le récit de deux types expériences de terrain : l’une en tant qu’observateur, l’autre en tant que médiateur/concepteur. La troisième partie (Outils : géo-fictions), recherche des outils de médiation issus de disciplines artistiques et des sciences sociales, pour développer une pratique architecturale et urbanistique à travers la fiction."
MEM CAR;23057676;16;Cartographier un conflit contemporain;L'exemple de la Syrie;Carrer;Lucien;Tuteur de mémoire : Sandra Chamaret;2017;fre;;;;;;Haute école des arts du Rhin;;Cartographie;Guerre;;;;Mémoire de DNSEP option Communication, atelier de didactique visuelle. Mémoire imprimé en 2016 pour le diplôme 2017.;
MEM JEL;23057688;16;Comics & société américaine;Pourquoi les minorités sont-elles devenues les super-héros du XXIe siècle?;Jeljeli;Osama;Tuteur de mémoire : Sandra Chamaret;2017;fre;;;;;;Haute école des arts du Rhin;;Comics;Minorités;;;;Mémoire de DNSEP option Communication, atelier de didactique visuelle. Mémoire imprimé en 2016 pour le diplôme 2017.;
MEM SER;2305769X;16;L'utilisation des images d'amateur par les médias;;Serraz;Hugo;Tuteur de mémoire : Olivier Deloignon;2017;fre;;;;;;Haute école des arts du Rhin;;Photographie de presse;Photographie documentaire;Réseaux sociaux;;;Mémoire de DNSEP option Communication, atelier de didactique visuelle. Mémoire imprimé en 2016 pour le diplôme 2017.;La société a vu se développer l’accès du grand public à des appareils permettant de capter des photos et des vidéos, et d’autre part, la possibilité de publier ces contenus sur des plateformes d’échange mondiales grâce à l’internet haut débit. Ces progrès ont induit des mutations profondes dans le monde de l’information. Fini le temps où les médias (journaux, radios et télévisions) étaient les seuls à communiquer les actualités. Désormais, n’importe qui peut mettre en ligne son témoignage et rendre accessibles ses images et vidéos. Les médias commencent à prendre conscience qu’ils peuvent tirer parti des informations livrées par ces acteurs ou ces témoins. Cette utilisation de l’image d’amateur n’est pas sans risque pour la fiabilité du discours journalistique. Cependant, la presse a fait depuis longtemps, le pari d’exploiter ce regard non professionnel sur les faits. Au cours de cette étude, nous cherchons à comprendre pourquoi la presse fait appel à des images d’amateur pour illustrer l’actualité et en quoi cet usage modifie notre propre rapport aux images et à leur production. 
MEM COL;23057705;16;La collection visuelle au risque de la liste;Itinéraire d'exploration;Colombo;Zelda;Tuteur de mémoire : Cyrille Bret;2017;fre;;;;;;Haute école des arts du Rhin;;Listes;Collection;;;;Mémoire de DNSEP option Communication, atelier de communication graphique;
MEM PRU;23057717;16;Le cadre et la marge;Art brut et bande dessinée;Prudon;Léopold;Tuteur de mémoire : Guillaume Dégé;2017;fre;;;;;;Haute école des arts du Rhin;;Art brut;Bandes dessinées;;;;Mémoire de DNSEP option Communication, atelier d'illustration;"Art brut et bande dessinée ont en commun d'avoir fait leur apparition au cours du XIXème siècle, de s'être vu attribuer un rôle mineur ou marginale dans le courant du siècle qui suivit, et de connaître une réhabilitation depuis l'aube de notre siècle. Fondamentalement liés aux problématiques modernes et contemporaine de la consommation, de la démocratisation des arts, d'un accès renouvelé à la culture, art bruts et bande dessinée sont essentiellement liés à l'enfance et aux classes les moins favorisées de la population; leur destin semble s'opposer à celui d'une élite. Ces parcours convergent jusqu'à l'intérieur des oeuvres, qui en portent les stigmates tant dans leur inscription thématique que structurelle, et révèlent un champ d'influences mutuelles dont on peut douter qu'elles soient toujours conscientes. L'enjeu de ce mémoire est d'en déterminer les caractéristiques et les enjeux, à une époque ou les arts et les relations qu'ils entretiennent entre eux semblent, plus que jamais, transversaux."
MEM CES;23057729;16;La stratégie d'image de marque, au sein des universités françaises, dans un contexte compétitif.;;Ceschin;Chloé;Tuteur de mémoire : Olivier Deloignon;2017;fre;;;;;;Haute école des arts du Rhin;;Logotypes;Polices (imprimerie);Typographie;;;Mémoire de DNSEP option Communication, atelier de didactique visuelle;
MEM COL;23057819;16;La collection visuelle au risque de la liste;Itinéraire d'exploration;Colombo;Zelda;Tuteur de mémoire : Cyrille Bret;2017;fre;;;;;;Haute école des arts du Rhin;;Listes;Collection;;;;Mémoire de DNSEP option Communication, atelier de communication graphique;
MEM HAC;23057832;16;Au départ, l'intrigue, à la fin.;;Hachad;Manon;Tuteur de mémoire : Cyrille Bret;2017;fre;;;;;;Haute école des arts du Rhin;;Récit;;;;;Mémoire de DNSEP option Communication, atelier de communication graphique;
MEM AND;2305784;16;Parole transcrite;L'inscription de la voix en littérature;Andres;Mathilde;Tuteur de mémoire : Muriel Ryngaert;2017;fre;;;;;;Haute école des arts du Rhin;;Littérature orale;;;;;Mémoire de DNSEP option Communication, atelier de communication graphique;"De la lettre à l'application pour téléphone, de l'écriture manuscrite à la typographie sur ordinateur, la voix balaye un vaste choix de procédés pour la représenter et l'aider à se faire entendre. Pour un graphiste, cette question se pose : comment rendre visible de la manière la plus juste ce qui, à l'origine, s'entend ? Parole transcrite analyse, à travers un corpus littéraire, les différentes manières de mise en forme de la voix, regroupées sous cette formulation : oralité scripturée""."""
MEM OYA;23057856;16;Ornement et subversion;;Oyarzun;Laurie;Tuteur de mémoire : Cyrille Bret;2017;fre;;;;;;Haute école des arts du Rhin;;Ornements (art);Féminisme et art;;;;Mémoire de DNSEP option Communication, atelier de communication graphique;
MEM JUH;23057868;16;Outils et désirs d'émancipation;;Juhel;Quentin;Tuteur de mémoire : Loïc Horellou;2017;fre;;;;;;Haute école des arts du Rhin;;Contre-culture;;;;;Mémoire de DNSEP option Communication, atelier de communication graphique;
MEM MEA;2305787X;16;My heart belongs to the internet;La plateforme Internet comme terrain artistique et visuel d'expression féministe en Angleterre et aux Etats-Unis;Méas;Elodie Loan;Tuteur de mémoire : Cyrille Bret;2017;fre;;;;;;Haute école des arts du Rhin;;Art;;;;;Mémoire de DNSEP option Communication, atelier de communication graphique;
MEM LAN;23057881;16;Du passé au présent;Enjeux contemporains du revival typographique;Langé;Antoine;Tuteur de mémoire : Yohanna My-Nguyen;2017;fre;;;;;;Haute école des arts du Rhin;;Typographie;;;;;Mémoire de DNSEP option Communication, atelier de communication graphique;
MEM SAN;23057893;16;(No content);Analyse sémantique et plastique des concepts de lisibilité et d'illisibilité dans le travail de Stefan Brüggemann;Sanchez;Alix;Tuteur de mémoire : Jérôme Saint-Loubert Bié;2017;fre;Brüggemann, Stefan;;;;;Haute école des arts du Rhin;;Lisibilité (imprimerie);;;;;Mémoire de DNSEP option Communication, atelier de communication graphique;
